CO,HC,Temp,Hum,CO2,TVOC,DD
190,36,31.8,67,652,38,0
189,37,31.8,67,659,39,0
189,36,31.8,67,668,40,0
192,40,31.9,67,674,41,4
190,39,31.8,67,656,39,5
193,42,31.8,67,671,41,4
192,44,31.8,67,589,28,4
196,37,31.8,67,690,44,0
190,42,31.8,67,603,30,0
204,42,31.8,68,688,43,32
194,40,31.8,68,683,43,19
193,38,31.8,68,683,43,3
193,35,31.8,68,683,43,0
191,37,31.8,68,682,42,0
191,38,31.8,68,659,39,0
192,35,31.8,68,626,34,0
191,43,31.8,69,577,26,0
196,38,31.8,69,675,41,0
194,38,31.8,69,675,41,0
199,43,31.8,69,597,30,0
199,38,31.8,69,675,41,0
196,35,31.8,69,671,41,2
198,44,31.8,69,666,40,8
191,42,31.8,69,574,26,0
196,35,31.8,69,665,40,7
199,40,31.8,69,634,35,2
199,43,31.8,69,602,30,0
200,37,31.8,69,692,44,0
196,39,31.8,69,692,44,0
195,38,31.8,69,690,44,0
197,42,31.8,69,518,17,4
196,41,31.8,69,674,41,4
197,43,31.8,69,686,43,0
195,42,31.8,69,694,44,2
195,41,31.8,69,526,19,3
195,38,31.8,69,692,44,0
195,38,31.8,69,704,46,0
196,37,31.8,69,714,47,0
195,38,31.8,69,694,44,0
195,38,31.8,69,714,47,0
200,40,31.8,69,690,44,4
198,40,31.8,69,688,43,0
195,41,31.8,69,679,42,2
194,39,31.8,69,706,46,0
196,37,31.8,69,706,46,0
195,39,31.8,69,692,44,0
194,37,31.8,69,674,41,0
196,44,31.8,69,620,33,4
197,41,31.8,69,700,45,11
194,35,31.8,69,686,43,0
196,40,31.8,69,697,45,0
195,46,31.8,69,594,29,3
195,38,31.8,69,657,39,0
197,42,31.8,69,682,42,3
194,39,31.8,69,678,42,0
194,38,31.8,69,715,47,0
194,41,31.8,69,660,39,0
196,42,31.8,69,710,47,3
191,38,31.8,68,672,41,0
191,38,31.6,68,671,41,0
194,41,31.8,68,591,29,0
200,40,31.8,68,650,38,2
196,39,31.8,68,626,34,0
198,40,31.8,68,542,21,0
199,42,31.8,68,615,32,2
196,42,31.8,68,589,28,11
192,39,31.8,68,607,31,0
189,42,31.8,68,517,17,0
198,40,31.8,68,592,29,0
192,38,31.8,68,515,17,0
190,39,31.8,68,591,29,0
192,44,31.8,68,503,15,8
200,44,31.8,68,570,25,32
190,37,31.8,68,570,25,0
193,46,31.8,68,524,18,2
195,38,31.8,68,626,34,0
194,40,31.8,68,631,35,0
197,46,31.8,68,572,26,6
199,42,31.8,68,627,34,2
196,40,31.8,68,607,31,6
196,46,31.8,68,537,20,3
199,40,31.8,68,594,29,4
192,40,31.4,68,584,28,0
196,42,31.3,68,497,14,4
197,46,31.3,68,526,19,1
189,42,31.3,68,487,13,0
196,40,31.3,68,549,22,0
190,39,31.3,68,531,19,3
189,39,31.3,68,542,21,0
188,38,31.4,68,546,22,1
191,43,31.4,68,470,10,0
193,41,31.4,68,470,10,1
194,38,31.3,68,540,21,0
190,43,31.3,68,462,9,0
192,37,31.3,68,527,19,0
188,41,31.3,69,473,11,0
192,37,31.3,69,540,21,0
191,42,31.3,69,533,20,3
192,42,31.3,69,475,11,2
191,38,31.3,69,536,20,0
189,35,31.3,69,529,19,0
187,35,31.3,69,476,11,0
187,41,31.3,69,470,10,2
191,38,31.3,68,560,24,0
189,42,31.3,68,500,15,0
196,40,31.3,68,545,22,2
191,46,31.3,68,491,13,3
191,39,31.3,68,561,24,3
195,43,31.3,68,496,14,0
194,41,31.3,68,569,25,3
192,37,31.3,68,552,23,0
194,43,31.3,68,497,14,0
196,43,31.3,68,492,14,0
198,40,31.3,68,549,22,6
192,39,31.3,68,536,20,0
191,42,31.3,68,461,9,0
197,46,31.3,67,530,19,63
189,42,31.3,67,466,10,11
195,40,31.3,67,542,21,2
193,40,31.3,67,500,15,4
190,42,31.3,67,529,19,3
186,38,31.3,67,545,22,0
183,38,31.3,67,545,22,0
189,44,31.3,67,488,13,2
189,37,31.3,67,551,23,0
190,46,31.3,67,473,11,3
189,35,31.3,67,514,17,0
188,43,31.3,67,519,18,0
190,39,31.3,67,612,32,0
191,45,31.3,67,517,17,0
192,38,31.3,67,500,15,5
186,42,31.3,67,551,23,2
190,40,31.3,67,545,22,2
192,41,31.3,67,480,12,0
190,38,31.3,67,567,25,0
190,40,31.3,67,548,22,4
185,41,31.3,67,552,23,0
183,38,31.3,67,578,27,1
187,40,31.3,67,615,32,4
183,38,31.3,67,599,30,0
191,46,31.3,67,508,16,2
192,38,31.3,67,584,28,0
187,43,31.3,67,533,20,0
192,35,31.3,67,594,29,0
191,42,31.3,67,543,21,3
187,38,31.3,67,652,38,1
189,42,31.3,67,615,32,0
191,39,31.3,67,735,51,0
189,41,31.3,67,763,55,2
190,42,31.3,66,674,41,0
198,40,31.3,66,778,57,2
191,38,31.3,66,690,44,0
192,37,31.3,66,795,60,0
193,40,31.3,66,783,58,20
192,43,31.3,66,697,45,5
196,42,31.3,66,714,47,3
197,46,31.3,66,700,45,7
195,41,31.3,66,813,62,0
203,44,31.3,66,717,48,0
191,43,31.3,66,757,54,0
203,43,31.3,66,865,70,0
204,40,31.3,66,949,83,0
200,40,31.3,66,891,74,4
201,41,31.3,66,733,50,0
199,39,31.3,66,787,58,1
195,41,31.3,66,810,62,0
195,35,31.3,66,1019,94,0
198,41,31.3,66,1316,139,9
208,42,31.3,66,1228,126,0
207,43,31.3,66,1277,133,2
208,40,31.3,66,1270,132,8
206,40,31.3,66,1470,163,4
207,43,31.3,66,1518,184,4
205,39,31.3,67,1501,172,0
211,43,31.3,67,1441,158,0
212,40,31.3,67,1496,169,0
211,43,31.3,67,1238,127,0
208,40,31.3,67,1295,136,0
213,43,31.3,67,1056,99,0
207,42,31.3,67,1095,105,10
204,40,31.3,67,1004,92,0
200,37,31.3,67,1001,91,0
202,46,31.2,67,815,63,1
208,48,30.8,67,802,61,16
195,39,30.8,66,719,48,0
196,40,30.8,65,523,18,0
192,42,30.8,64,592,29,4
187,38,30.8,63,567,25,3
190,45,30.8,63,464,9,3
188,38,30.8,62,526,19,0
188,40,30.8,62,530,19,0
191,44,30.8,62,459,8,17
193,42,30.8,62,508,16,4
190,40,30.9,61,481,12,4
183,46,31.2,61,473,11,2
188,38,31.3,61,556,23,7
186,38,31.3,61,565,25,0
185,38,31.3,61,524,18,0
189,46,31.2,61,482,12,2
187,39,30.8,60,526,19,2
184,39,30.8,60,539,21,0
186,44,30.8,60,473,11,4
188,40,30.8,60,565,25,0
183,38,30.8,60,584,28,7
187,43,30.8,60,591,29,0
194,43,30.8,60,863,70,63
191,38,30.8,59,1252,129,0
194,41,30.8,59,1352,145,3
203,43,30.8,59,1204,122,0
201,43,30.8,59,915,78,5
202,43,30.8,59,1004,92,0
198,42,30.8,59,1122,109,6
197,39,30.8,59,1509,178,0
193,42,30.8,59,1420,155,0
202,39,30.8,59,1400,152,1
199,39,30.8,59,1441,158,0
201,41,30.8,59,1338,142,24
195,39,30.8,59,1245,128,19
201,43,30.8,59,997,90,0
197,39,30.8,59,1044,98,0
193,38,30.8,59,983,88,2
203,46,30.8,59,882,73,0
198,43,30.8,59,902,76,3
191,38,30.8,58,853,69,0
196,41,30.8,58,692,44,0
191,38,30.8,58,783,58,1
187,38,30.8,58,783,58,0
196,40,30.8,58,802,61,52
188,38,30.8,58,870,71,2
187,38,30.8,58,940,82,3
195,43,30.8,58,868,71,0
193,36,30.8,58,787,58,0
192,40,30.8,58,889,74,8
189,38,30.8,58,885,73,1
188,37,30.8,57,885,73,5
188,38,30.8,57,836,66,0
187,37,30.8,57,817,63,0
186,41,30.8,57,780,57,3
191,44,30.8,57,757,54,2
194,40,30.8,57,620,33,8
188,38,30.8,57,649,37,0
187,42,30.8,57,624,34,36
183,38,30.8,57,607,31,0
188,43,30.8,57,533,20,0
187,38,30.8,56,591,29,19
184,38,30.8,56,605,31,0
183,38,30.8,56,612,32,1
190,40,30.8,56,574,26,24
188,38,30.8,56,659,39,0
184,35,30.8,56,682,42,0
184,37,30.8,56,702,46,0
185,38,30.8,56,708,46,0
185,38,30.8,56,679,42,0
185,38,30.8,56,690,44,0
184,35,30.8,56,653,38,1
183,38,30.8,56,623,33,0
183,38,30.8,56,567,25,0
188,43,30.8,56,543,21,0
188,42,30.8,56,618,33,2
183,38,30.8,56,614,32,0
186,40,30.8,56,599,30,0
186,42,30.8,56,530,19,3
182,38,30.8,56,586,28,2
184,35,30.8,56,577,26,1
185,41,30.8,57,565,25,3
184,40,30.8,57,487,13,0
186,40,30.8,57,546,22,0
181,38,30.8,57,534,20,10
181,38,30.8,57,533,20,0
181,38,30.8,57,533,20,0
183,42,30.8,57,503,15,2
187,42,30.7,57,481,12,0
187,38,30.8,57,530,19,0
183,38,30.8,57,523,18,0
187,42,30.8,57,475,11,3
188,40,30.8,57,534,20,0
184,35,30.8,57,526,19,0
186,40,30.8,58,530,19,0
187,43,30.8,58,524,18,71
186,40,30.8,58,530,19,4
186,40,30.8,58,530,19,0
181,35,30.8,58,542,21,0
181,39,30.8,58,527,19,1
182,37,30.8,58,536,20,0
184,36,30.8,58,536,20,0
184,40,30.8,58,551,23,0
188,46,30.8,58,491,13,2
187,38,30.8,58,555,23,0
193,46,30.8,58,496,14,2
214,44,31.3,59,832,65,12
217,43,31.8,59,732,50,0
228,44,31.8,59,961,85,0
220,50,31.8,59,940,82,32
209,47,31.8,59,806,61,2
210,44,31.8,59,650,38,4
206,40,31.8,59,692,44,4
200,40,31.8,59,656,39,2
194,43,31.8,59,487,13,1
191,42,31.8,59,631,35,0
191,39,31.8,59,633,35,0
185,43,31.8,59,534,20,0
196,44,31.8,59,553,23,0
193,39,31.8,59,589,28,0
198,44,31.8,59,565,25,0
191,42,31.5,59,607,31,2
192,37,31.3,60,626,34,0
196,41,31.3,60,540,21,0
204,43,31.8,60,539,21,0
198,39,31.8,60,602,30,0
202,42,31.8,60,496,14,0
196,37,31.8,60,524,18,0
205,47,31.8,59,472,10,5
207,43,31.8,59,472,10,0
201,43,31.8,59,530,19,5
192,37,31.8,59,470,10,16
196,43,31.8,59,480,12,0
196,37,31.8,59,548,22,0
202,42,31.8,59,492,14,0
195,39,31.8,59,566,25,0
197,43,31.8,59,514,17,0
193,39,31.8,59,543,21,0
190,42,31.8,59,514,17,16
193,43,31.8,59,461,9,0
193,39,31.8,59,461,9,2
195,43,31.8,59,454,8,0
194,39,31.8,59,519,18,0
195,47,31.8,59,461,9,6
193,39,31.8,59,520,18,0
189,42,31.8,59,520,18,5
197,46,31.8,59,454,8,3
200,43,31.8,58,432,4,0
192,39,31.8,58,441,6,0
192,41,31.8,58,434,5,1
192,40,31.8,57,400,0,0
189,43,31.8,57,478,11,0
191,43,31.8,57,580,27,10
188,40,32.3,58,591,29,0
186,40,32.3,58,502,15,4
187,43,32.3,58,498,14,0
188,44,32.3,58,517,17,1
188,37,32.3,58,602,30,0
192,41,32.3,58,540,21,0
182,39,32.3,57,592,29,0
180,37,32.3,57,575,26,0
175,38,32.3,57,548,22,27
181,46,32.3,57,493,14,2
183,38,32.3,57,536,20,0
184,40,32.3,57,553,23,0
178,35,32.3,57,569,25,0
178,37,32.3,57,569,25,0
179,38,32.3,57,569,25,0
185,46,32.3,57,482,12,3
183,38,32.3,57,531,19,0
180,37,32.3,57,526,19,0
187,46,32.3,57,502,15,2
185,42,32.3,56,657,39,2
181,41,32.3,57,629,34,0
182,42,32.3,56,536,20,2
181,40,32.3,56,597,30,4
176,37,32.4,56,560,24,0
175,38,32.3,56,534,20,0
175,38,32.4,55,589,28,0
172,40,32.4,55,560,24,4
179,41,32.7,56,518,17,3
191,42,32.8,55,518,17,9
195,38,32.8,55,536,20,0
199,38,32.8,55,536,20,3
203,43,32.8,55,462,9,0
216,44,32.8,55,515,17,56
201,42,32.8,55,518,17,26
197,43,32.8,54,438,5,0
204,37,32.8,54,497,14,0
200,40,32.8,53,536,20,0
200,37,32.8,53,569,25,0
199,39,32.8,54,580,27,0
192,43,32.8,53,526,19,0
207,50,32.8,54,530,19,6
207,39,32.8,53,615,32,0
209,39,32.8,54,623,33,14
212,44,32.8,54,591,29,6
214,39,32.8,54,706,46,13
216,44,32.8,54,763,55,4
223,48,32.8,54,806,61,3
217,37,32.8,55,834,66,0
214,39,32.8,55,857,69,0
221,43,32.8,55,857,69,1
220,40,32.8,55,855,69,0
219,44,32.8,55,817,63,3
215,48,32.8,55,675,41,1
225,45,32.8,55,638,36,0
219,39,32.8,55,699,45,0
215,44,32.8,54,678,42,6
201,43,32.8,54,592,29,1
220,37,32.8,55,715,47,0
212,39,32.8,54,728,49,0
214,47,32.8,55,665,40,3
215,40,32.8,55,795,60,0
210,39,32.8,55,675,41,0
214,40,32.8,55,793,59,0
216,44,32.8,55,768,56,0
208,46,32.8,55,645,37,3
208,40,32.8,54,665,40,6
203,39,32.8,54,672,41,0
204,37,32.8,53,580,27,0
200,41,32.8,53,594,29,0
206,39,32.8,53,694,44,0
201,39,32.8,53,631,35,0
204,42,33.2,51,574,26,0
209,44,33.2,51,666,40,0
205,39,32.8,52,688,43,610
213,43,32.8,52,638,36,0
219,45,32.8,52,740,51,0
215,41,32.8,53,763,55,487
213,45,32.8,53,682,42,0
211,44,32.8,53,768,56,0
206,44,32.8,53,768,56,0
207,48,32.8,53,659,39,0
207,44,32.8,53,564,24,0
203,44,32.8,53,624,34,540
202,39,32.8,53,717,48,619
198,39,32.8,53,704,46,539
195,39,32.8,53,692,44,259
198,40,32.8,53,640,36,0
197,40,32.8,53,678,42,28
196,42,32.8,53,572,26,0
195,39,32.8,52,566,25,552
186,43,32.8,52,556,23,227
199,44,32.8,52,868,71,446
200,40,32.9,52,708,46,366
193,39,33.3,50,629,34,620
193,43,33.3,50,539,21,0
202,44,33.3,50,730,50,623
200,39,33.3,50,855,69,0
203,46,32.8,52,643,37,119
203,39,32.8,52,690,44,0
203,44,32.8,52,643,37,496
198,47,33.2,50,520,18,0
201,39,33,50,602,30,277
202,48,32.8,52,514,17,530
205,40,32.8,52,602,30,0
200,44,32.8,52,602,30,0
193,43,32.8,52,527,19,87
203,44,32.8,52,560,24,617
195,43,32.8,52,566,25,279
202,37,32.8,52,653,38,0
203,40,32.8,52,653,38,625
201,44,32.8,52,641,36,0
202,44,32.8,52,581,27,80
201,39,32.8,52,646,37,424
205,46,32.8,52,618,33,29
204,43,32.8,52,672,41,2
202,40,32.8,52,668,40,617
196,42,32.8,52,623,33,347
195,43,32.8,52,545,22,0
201,44,32.8,52,605,31,0
193,39,32.8,51,580,27,251
194,43,32.8,51,518,17,234
196,37,32.8,51,455,8,0
192,37,32.8,51,600,30,438
198,47,32.8,51,551,23,0
210,44,32.8,51,627,34,0
191,41,32.8,51,617,33,429
196,40,32.8,51,602,30,461
190,42,32.8,51,581,27,610
192,39,32.8,51,589,28,603
195,46,32.8,51,493,14,0
198,40,32.8,50,539,21,0
191,39,32.8,50,464,9,432
191,43,32.8,49,454,8,0
191,39,32.8,49,493,14,0
